"filename", "language", "JSON with Comments", "JSON", "SCSS", "XML", "TypeScript", "HTML", "JavaScript", "Swift", "comment", "blank", "total"
"c:\Users\oscar\Proyect1\src\app\detail\modal-pago\modal-pago.page.html", "HTML", 0, 0, 0, 0, 0, 42, 0, 0, 0, 2, 44
"c:\Users\oscar\Proyect1\src\app\detail\modal-pago\modal-pago.page.scss", "SCSS", 0, 0, 9, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\oscar\Proyect1\src\app\detail\modal-pago\modal-pago.page.spec.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 6, 25
"c:\Users\oscar\Proyect1\src\app\detail\modal-pago\modal-pago.page.ts", "TypeScript", 0, 0, 0, 0, 45, 0, 0, 0, 0, 11, 56
"c:\Users\oscar\Proyect1\src\app\detail\modal-prestamista\modal-prestamista-routing.module.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 4, 18
"c:\Users\oscar\Proyect1\src\app\detail\modal-prestamista\modal-prestamista.module.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 5, 21
"c:\Users\oscar\Proyect1\src\app\detail\modal-prestamista\modal-prestamista.page.html", "HTML", 0, 0, 0, 0, 0, 21, 0, 0, 0, 2, 23
"c:\Users\oscar\Proyect1\src\app\detail\modal-prestamista\modal-prestamista.page.scss", "SCSS", 0, 0, 9, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\oscar\Proyect1\src\app\detail\modal-prestamista\modal-prestamista.page.spec.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 6, 25
"c:\Users\oscar\Proyect1\src\app\detail\modal-prestamista\modal-prestamista.page.ts", "TypeScript", 0, 0, 0, 0, 29, 0, 0, 0, 2, 10, 41
"c:\Users\oscar\Proyect1\src\app\detail\modal-prestamo\modal-prestamo-routing.module.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 4, 18
"c:\Users\oscar\Proyect1\src\app\detail\modal-prestamo\modal-prestamo.module.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 5, 21
"c:\Users\oscar\Proyect1\src\app\detail\modal-prestamo\modal-prestamo.page.html", "HTML", 0, 0, 0, 0, 0, 32, 0, 0, 0, 4, 36
"c:\Users\oscar\Proyect1\src\app\detail\modal-prestamo\modal-prestamo.page.scss", "SCSS", 0, 0, 18, 0, 0, 0, 0, 0, 0, 4, 22
"c:\Users\oscar\Proyect1\src\app\detail\modal-prestamo\modal-prestamo.page.spec.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 6, 25
"c:\Users\oscar\Proyect1\src\app\detail\modal-prestamo\modal-prestamo.page.ts", "TypeScript", 0, 0, 0, 0, 33, 0, 0, 0, 2, 10, 45
"c:\Users\oscar\Proyect1\src\app\detail\modal-prestatario\modal-prestatario-routing.module.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 4, 18
"c:\Users\oscar\Proyect1\src\app\detail\modal-prestatario\modal-prestatario.module.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 5, 21
"c:\Users\oscar\Proyect1\src\app\detail\modal-prestatario\modal-prestatario.page.html", "HTML", 0, 0, 0, 0, 0, 21, 0, 0, 0, 3, 24
"c:\Users\oscar\Proyect1\src\app\detail\modal-prestatario\modal-prestatario.page.scss", "SCSS", 0, 0, 9, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\oscar\Proyect1\src\app\detail\modal-prestatario\modal-prestatario.page.spec.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 6, 25
"c:\Users\oscar\Proyect1\src\app\detail\modal-prestatario\modal-prestatario.page.ts", "TypeScript", 0, 0, 0, 0, 29, 0, 0, 0, 2, 10, 41
"c:\Users\oscar\Proyect1\src\app\detail\modal-productos\modal-productos-routing.module.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 4, 18
"c:\Users\oscar\Proyect1\src\app\detail\modal-productos\modal-productos.module.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 5, 21
"c:\Users\oscar\Proyect1\src\app\detail\modal-productos\modal-productos.page.html", "HTML", 0, 0, 0, 0, 0, 35, 0, 0, 0, 4, 39
"c:\Users\oscar\Proyect1\src\app\detail\modal-productos\modal-productos.page.scss", "SCSS", 0, 0, 24, 0, 0, 0, 0, 0, 0, 4, 28
"c:\Users\oscar\Proyect1\src\app\detail\modal-productos\modal-productos.page.spec.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 6, 25
"c:\Users\oscar\Proyect1\src\app\detail\modal-productos\modal-productos.page.ts", "TypeScript", 0, 0, 0, 0, 69, 0, 0, 0, 2, 14, 85
"c:\Users\oscar\Proyect1\src\app\detail\modal-renta\modal-renta-routing.module.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 4, 18
"c:\Users\oscar\Proyect1\src\app\detail\modal-renta\modal-renta.module.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 5, 21
"c:\Users\oscar\Proyect1\src\app\detail\modal-renta\modal-renta.page.html", "HTML", 0, 0, 0, 0, 0, 55, 0, 0, 0, 3, 58
"c:\Users\oscar\Proyect1\src\app\detail\modal-renta\modal-renta.page.scss", "SCSS", 0, 0, 12, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\oscar\Proyect1\src\app\detail\modal-renta\modal-renta.page.spec.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 6, 25
"c:\Users\oscar\Proyect1\src\app\detail\modal-renta\modal-renta.page.ts", "TypeScript", 0, 0, 0, 0, 62, 0, 0, 0, 1, 13, 76
"c:\Users\oscar\Proyect1\src\app\detail\modal-user-cv\modal-user-cv-routing.module.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 4, 18
"c:\Users\oscar\Proyect1\src\app\detail\modal-user-cv\modal-user-cv.module.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 5, 21
"c:\Users\oscar\Proyect1\src\app\detail\modal-user-cv\modal-user-cv.page.html", "HTML", 0, 0, 0, 0, 0, 40, 0, 0, 0, 2, 42
"c:\Users\oscar\Proyect1\src\app\detail\modal-user-cv\modal-user-cv.page.scss", "SCSS", 0, 0, 12, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\oscar\Proyect1\src\app\detail\modal-user-cv\modal-user-cv.page.spec.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 6, 25
"c:\Users\oscar\Proyect1\src\app\detail\modal-user-cv\modal-user-cv.page.ts", "TypeScript", 0, 0, 0, 0, 48, 0, 0, 0, 3, 11, 62
"c:\Users\oscar\Proyect1\src\app\home\home-routing.module.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 4, 18
"c:\Users\oscar\Proyect1\src\app\home\home.module.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 4, 20
"c:\Users\oscar\Proyect1\src\app\home\home.page.html", "HTML", 0, 0, 0, 0, 0, 10, 0, 0, 0, 1, 11
"c:\Users\oscar\Proyect1\src\app\home\home.page.scss", "SCSS", 0, 0, 63, 0, 0, 0, 0, 0, 3, 8, 74
"c:\Users\oscar\Proyect1\src\app\home\home.page.spec.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 6, 25
"c:\Users\oscar\Proyect1\src\app\home\home.page.ts", "TypeScript", 0, 0, 0, 0, 15, 0, 0, 0, 0, 6, 21
"c:\Users\oscar\Proyect1\src\app\login\login-routing.module.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 4, 18
"c:\Users\oscar\Proyect1\src\app\login\login.module.ts", "TypeScript", 0, 0, 0, 0, 17, 0, 0, 0, 0, 5, 22
"c:\Users\oscar\Proyect1\src\app\login\login.page.html", "HTML", 0, 0, 0, 0, 0, 23, 0, 0, 0, 5, 28
"c:\Users\oscar\Proyect1\src\app\login\login.page.scss", "SCSS", 0, 0, 95, 0, 0, 0, 0, 0, 1, 16, 112
"c:\Users\oscar\Proyect1\src\app\login\login.page.spec.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 6, 25
"c:\Users\oscar\Proyect1\src\app\login\login.page.ts", "TypeScript", 0, 0, 0, 0, 191, 0, 0, 0, 3, 34, 228
"c:\Users\oscar\Proyect1\src\app\modal-terminos-y-condiciones\modal-terminos-y-condiciones-routing.module.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 4, 18
"c:\Users\oscar\Proyect1\src\app\modal-terminos-y-condiciones\modal-terminos-y-condiciones.module.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 5, 21
"c:\Users\oscar\Proyect1\src\app\modal-terminos-y-condiciones\modal-terminos-y-condiciones.page.html", "HTML", 0, 0, 0, 0, 0, 26, 0, 0, 0, 3, 29
"c:\Users\oscar\Proyect1\src\app\modal-terminos-y-condiciones\modal-terminos-y-condiciones.page.scss", "SCSS", 0, 0, 20, 0, 0, 0, 0, 0, 0, 4, 24
"c:\Users\oscar\Proyect1\src\app\modal-terminos-y-condiciones\modal-terminos-y-condiciones.page.spec.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 6, 25
"c:\Users\oscar\Proyect1\src\app\modal-terminos-y-condiciones\modal-terminos-y-condiciones.page.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 8, 27
"c:\Users\oscar\Proyect1\src\app\register\register-routing.module.ts", "TypeScript", 0, 0, 0, 0, 15, 0, 0, 0, 0, 3, 18
"c:\Users\oscar\Proyect1\src\app\register\register.module.ts", "TypeScript", 0, 0, 0, 0, 25, 0, 0, 0, 0, 4, 29
"c:\Users\oscar\Proyect1\src\app\register\register.page.html", "HTML", 0, 0, 0, 0, 0, 28, 0, 0, 0, 6, 34
"c:\Users\oscar\Proyect1\src\app\register\register.page.scss", "SCSS", 0, 0, 77, 0, 0, 0, 0, 0, 1, 13, 91
"c:\Users\oscar\Proyect1\src\app\register\register.page.spec.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 6, 25
"c:\Users\oscar\Proyect1\src\app\register\register.page.ts", "TypeScript", 0, 0, 0, 0, 115, 0, 0, 0, 4, 22, 141
"c:\Users\oscar\Proyect1\src\app\services\auth-guard.service.spec.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\oscar\Proyect1\src\app\services\auth-guard.service.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 8, 4, 21
"c:\Users\oscar\Proyect1\src\app\services\auth.service.spec.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\oscar\Proyect1\src\app\services\auth.service.ts", "TypeScript", 0, 0, 0, 0, 108, 0, 0, 0, 4, 28, 140
"c:\Users\oscar\Proyect1\src\app\services\authentication.service.spec.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\oscar\Proyect1\src\app\services\authentication.service.ts", "TypeScript", 0, 0, 0, 0, 44, 0, 0, 0, 2, 13, 59
"c:\Users\oscar\Proyect1\src\app\services\datos-cheque.service.spec.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\oscar\Proyect1\src\app\services\datos-cheque.service.ts", "TypeScript", 0, 0, 0, 0, 215, 0, 0, 0, 8, 29, 252
"c:\Users\oscar\Proyect1\src\app\services\datos-contrato.service.spec.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\oscar\Proyect1\src\app\services\datos-contrato.service.ts", "TypeScript", 0, 0, 0, 0, 346, 0, 0, 0, 17, 31, 394
"c:\Users\oscar\Proyect1\src\app\services\datos-curriculum.service.spec.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\oscar\Proyect1\src\app\services\datos-curriculum.service.ts", "TypeScript", 0, 0, 0, 0, 232, 0, 0, 0, 7, 21, 260
"c:\Users\oscar\Proyect1\src\app\services\datos-pagare.service.spec.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\oscar\Proyect1\src\app\services\datos-pagare.service.ts", "TypeScript", 0, 0, 0, 0, 215, 0, 0, 0, 13, 39, 267
"c:\Users\oscar\Proyect1\src\app\services\datos-prestamo.service.spec.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\oscar\Proyect1\src\app\services\datos-prestamo.service.ts", "TypeScript", 0, 0, 0, 0, 180, 0, 0, 0, 10, 28, 218
"c:\Users\oscar\Proyect1\src\app\services\datosfactura.service.spec.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\oscar\Proyect1\src\app\services\datosfactura.service.ts", "TypeScript", 0, 0, 0, 0, 448, 0, 0, 0, 16, 30, 494
"c:\Users\oscar\Proyect1\src\app\services\documents.service.ts", "TypeScript", 0, 0, 0, 0, 58, 0, 0, 0, 26, 9, 93
"c:\Users\oscar\Proyect1\src\app\services\firestore-data.service.spec.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\oscar\Proyect1\src\app\services\firestore-data.service.ts", "TypeScript", 0, 0, 0, 0, 59, 0, 0, 0, 0, 13, 72
"c:\Users\oscar\Proyect1\src\app\services\firestore.service.ts", "TypeScript", 0, 0, 0, 0, 32, 0, 0, 0, 0, 10, 42
"c:\Users\oscar\Proyect1\src\app\services\firestore\cheque-firestore.service.spec.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\oscar\Proyect1\src\app\services\firestore\cheque-firestore.service.ts", "TypeScript", 0, 0, 0, 0, 178, 0, 0, 0, 4, 18, 200
"c:\Users\oscar\Proyect1\src\app\services\firestore\contrato.service.spec.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\oscar\Proyect1\src\app\services\firestore\contrato.service.ts", "TypeScript", 0, 0, 0, 0, 272, 0, 0, 0, 15, 11, 298
"c:\Users\oscar\Proyect1\src\app\services\firestore\curriculum-firestore.service.spec.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\oscar\Proyect1\src\app\services\firestore\curriculum-firestore.service.ts", "TypeScript", 0, 0, 0, 0, 188, 0, 0, 0, 5, 11, 204
"c:\Users\oscar\Proyect1\src\app\services\firestore\factura-firestore.service.spec.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\oscar\Proyect1\src\app\services\firestore\factura-firestore.service.ts", "TypeScript", 0, 0, 0, 0, 348, 0, 0, 0, 27, 19, 394
"c:\Users\oscar\Proyect1\src\app\services\firestore\pagare-firestore.service.spec.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\oscar\Proyect1\src\app\services\firestore\pagare-firestore.service.ts", "TypeScript", 0, 0, 0, 0, 160, 0, 0, 0, 4, 21, 185
"c:\Users\oscar\Proyect1\src\app\services\firestore\prestamo-firestore.service.spec.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\oscar\Proyect1\src\app\services\firestore\prestamo-firestore.service.ts", "TypeScript", 0, 0, 0, 0, 131, 0, 0, 0, 9, 16, 156
"c:\Users\oscar\Proyect1\src\app\shared\user.interface.ts", "TypeScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"c:\Users\oscar\Proyect1\src\app\tab1\tab1-routing.module.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 4, 18
"c:\Users\oscar\Proyect1\src\app\tab1\tab1.module.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 5, 21
"c:\Users\oscar\Proyect1\src\app\tab1\tab1.page.html", "HTML", 0, 0, 0, 0, 0, 33, 0, 0, 0, 4, 37
"c:\Users\oscar\Proyect1\src\app\tab1\tab1.page.scss", "SCSS", 0, 0, 150, 0, 0, 0, 0, 0, 1, 29, 180
"c:\Users\oscar\Proyect1\src\app\tab1\tab1.page.spec.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 6, 25
"c:\Users\oscar\Proyect1\src\app\tab1\tab1.page.ts", "TypeScript", 0, 0, 0, 0, 59, 0, 0, 0, 9, 15, 83
"c:\Users\oscar\Proyect1\src\app\tab2\tab2-routing.module.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 4, 18
"c:\Users\oscar\Proyect1\src\app\tab2\tab2.module.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 5, 21
"c:\Users\oscar\Proyect1\src\app\tab2\tab2.page.html", "HTML", 0, 0, 0, 0, 0, 75, 0, 0, 1, 6, 82
"c:\Users\oscar\Proyect1\src\app\tab2\tab2.page.scss", "SCSS", 0, 0, 172, 0, 0, 0, 0, 0, 1, 35, 208
"c:\Users\oscar\Proyect1\src\app\tab2\tab2.page.spec.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 6, 25
"c:\Users\oscar\Proyect1\src\app\tab2\tab2.page.ts", "TypeScript", 0, 0, 0, 0, 186, 0, 0, 0, 3, 31, 220
"c:\Users\oscar\Proyect1\src\app\tab3\tab3-routing.module.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 4, 18
"c:\Users\oscar\Proyect1\src\app\tab3\tab3.module.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 5, 21
"c:\Users\oscar\Proyect1\src\app\tab3\tab3.page.html", "HTML", 0, 0, 0, 0, 0, 26, 0, 0, 1, 6, 33
"c:\Users\oscar\Proyect1\src\app\tab3\tab3.page.scss", "SCSS", 0, 0, 87, 0, 0, 0, 0, 0, 0, 14, 101
"c:\Users\oscar\Proyect1\src\app\tab3\tab3.page.spec.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 6, 25
"c:\Users\oscar\Proyect1\src\app\tab3\tab3.page.ts", "TypeScript", 0, 0, 0, 0, 98, 0, 0, 0, 1, 19, 118
"c:\Users\oscar\Proyect1\src\app\welcome\welcome-routing.module.ts", "TypeScript", 0, 0, 0, 0, 33, 0, 0, 0, 0, 4, 37
"c:\Users\oscar\Proyect1\src\app\welcome\welcome.module.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 5, 21
"c:\Users\oscar\Proyect1\src\app\welcome\welcome.page.html", "HTML", 0, 0, 0, 0, 0, 16, 0, 0, 0, 5, 21
"c:\Users\oscar\Proyect1\src\app\welcome\welcome.page.scss", "SCSS", 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\oscar\Proyect1\src\app\welcome\welcome.page.spec.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 6, 25
"c:\Users\oscar\Proyect1\src\app\welcome\welcome.page.ts", "TypeScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 5, 16
"c:\Users\oscar\Proyect1\src\assets\creados.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\oscar\Proyect1\src\assets\documentos.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\oscar\Proyect1\src\assets\estados.json", "JSON", 0, 97, 0, 0, 0, 0, 0, 0, 0, 1, 98
"c:\Users\oscar\Proyect1\src\assets\shapes.svg", "XML", 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\oscar\Proyect1\src\environments\environment.prod.ts", "TypeScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"c:\Users\oscar\Proyect1\src\environments\environment.ts", "TypeScript", 0, 0, 0, 0, 13, 0, 0, 0, 37, 5, 55
"c:\Users\oscar\Proyect1\src\global.scss", "SCSS", 0, 0, 10, 0, 0, 0, 0, 0, 13, 4, 27
"c:\Users\oscar\Proyect1\src\index.html", "HTML", 0, 0, 0, 0, 0, 18, 0, 0, 2, 9, 29
"c:\Users\oscar\Proyect1\src\main.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 4, 13
"c:\Users\oscar\Proyect1\src\polyfills.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 47, 6, 54
"c:\Users\oscar\Proyect1\src\test.ts", "TypeScript", 0, 0, 0, 0, 10, 0, 0, 0, 2, 3, 15
"c:\Users\oscar\Proyect1\src\theme\variables.scss", "SCSS", 0, 0, 176, 0, 0, 0, 0, 0, 24, 39, 239
"c:\Users\oscar\Proyect1\src\zone-flags.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 5, 1, 7
"c:\Users\oscar\Proyect1\tsconfig.app.json", "JSON", 0, 14, 0, 0, 0, 0, 0, 0, 1, 1, 16
"c:\Users\oscar\Proyect1\tsconfig.json", "JSON with Comments", 34, 0, 0, 0, 0, 0, 0, 0, 1, 1, 36
"c:\Users\oscar\Proyect1\tsconfig.spec.json", "JSON", 0, 17, 0, 0, 0, 0, 0, 0, 1, 1, 19
"Total", "-", 80, 16582, 1436, 107, 7627, 1242, 37, 25, 463, 1949, 29548